Chamber,Start Time,End Time,Average Time
NSC,0,108.96666666666667,8.930909090909084
Neither,108.96666666666667,113.63333333333334,7.676543209876549
NSC,113.63333333333334,121.63333333333334,8.930909090909084
Neither,121.63333333333334,131.43333333333334,7.676543209876549
NSC,131.43333333333334,134.2,8.930909090909084
Neither,134.2,134.66666666666666,7.676543209876549
NSC,134.66666666666666,137.2,8.930909090909084
Neither,137.2,141.9,7.676543209876549
NSC,141.9,147.36666666666667,8.930909090909084
Neither,147.36666666666667,151.33333333333334,7.676543209876549
NSC,151.33333333333334,160.2,8.930909090909084
Neither,160.2,163.46666666666667,7.676543209876549
NSC,163.46666666666667,172.13333333333333,8.930909090909084
Neither,172.13333333333333,176.63333333333333,7.676543209876549
NSC,176.63333333333333,186.16666666666666,8.930909090909084
Neither,186.16666666666666,191.23333333333332,7.676543209876549
NSC,191.23333333333332,199.96666666666667,8.930909090909084
Neither,199.96666666666667,200.2,7.676543209876549
NSC,200.2,200.26666666666668,8.930909090909084
Neither,200.26666666666668,200.36666666666667,7.676543209876549
NSC,200.36666666666667,201.63333333333333,8.930909090909084
Neither,201.63333333333333,206.4,7.676543209876549
NSC,206.4,213.66666666666666,8.930909090909084
Neither,213.66666666666666,214.03333333333333,7.676543209876549
NSC,214.03333333333333,217.26666666666668,8.930909090909084
Neither,217.26666666666668,222.2,7.676543209876549
NSC,222.2,262.76666666666665,8.930909090909084
Neither,262.76666666666665,269.26666666666665,7.676543209876549
NSC,269.26666666666665,276.7,8.930909090909084
Neither,276.7,284.1666666666667,7.676543209876549
NSC,284.1666666666667,284.3,8.930909090909084
Neither,284.3,285.03333333333336,7.676543209876549
NSC,285.03333333333336,293.73333333333335,8.930909090909084
Neither,293.73333333333335,298.6,7.676543209876549
NSC,298.6,300.26666666666665,8.930909090909084
Neither,300.26666666666665,307.5,7.676543209876549
NSC,307.5,308.46666666666664,8.930909090909084
Neither,308.46666666666664,328.9,7.676543209876549
NSC,328.9,329.96666666666664,8.930909090909084
Neither,329.96666666666664,336.03333333333336,7.676543209876549
NSC,336.03333333333336,337.2,8.930909090909084
Neither,337.2,346.53333333333336,7.676543209876549
NSC,346.53333333333336,348.46666666666664,8.930909090909084
Neither,348.46666666666664,356.06666666666666,7.676543209876549
NSC,356.06666666666666,388.3,8.930909090909084
Neither,388.3,395.7,7.676543209876549
NSC,395.7,423.26666666666665,8.930909090909084
Neither,423.26666666666665,429.3,7.676543209876549
NSC,429.3,450.4,8.930909090909084
Neither,450.4,460.9,7.676543209876549
NSC,460.9,470.26666666666665,8.930909090909084
Neither,470.26666666666665,481.56666666666666,7.676543209876549
NSC,481.56666666666666,486.2,8.930909090909084
Neither,486.2,494.93333333333334,7.676543209876549
NSC,494.93333333333334,498.96666666666664,8.930909090909084
Neither,498.96666666666664,504.03333333333336,7.676543209876549
NSC,504.03333333333336,510.5,8.930909090909084
Neither,510.5,518.1,7.676543209876549
NSC,518.1,523.5,8.930909090909084
Neither,523.5,527.1666666666666,7.676543209876549
NSC,527.1666666666666,532.4,8.930909090909084
Neither,532.4,546.5,7.676543209876549
NSC,546.5,547.2,8.930909090909084
Neither,547.2,547.2333333333333,7.676543209876549
NSC,547.2333333333333,547.3,8.930909090909084
Neither,547.3,600.5666666666667,7.676543209876549
NSC,600.5666666666667,608.7666666666667,8.930909090909084
Neither,608.7666666666667,613.1666666666666,7.676543209876549
NSC,613.1666666666666,616.4333333333333,8.930909090909084
Neither,616.4333333333333,623.8333333333334,7.676543209876549
NSC,623.8333333333334,635.1333333333333,8.930909090909084
Neither,635.1333333333333,669.3666666666667,7.676543209876549
NSC,669.3666666666667,678.5666666666667,8.930909090909084
Neither,678.5666666666667,684.4333333333333,7.676543209876549
NSC,684.4333333333333,695.8333333333334,8.930909090909084
Neither,695.8333333333334,699.8666666666667,7.676543209876549
NSC,699.8666666666667,728.7,8.930909090909084
Neither,728.7,730.1,7.676543209876549
NSC,730.1,730.1333333333333,8.930909090909084
Neither,730.1333333333333,730.2,7.676543209876549
NSC,730.2,737.3666666666667,8.930909090909084
Neither,737.3666666666667,747.3666666666667,7.676543209876549
NSC,747.3666666666667,755.1666666666666,8.930909090909084
Neither,755.1666666666666,763.6,7.676543209876549
NSC,763.6,774.2333333333333,8.930909090909084
Neither,774.2333333333333,787.3333333333334,7.676543209876549
NSC,787.3333333333334,790.7333333333333,8.930909090909084
Neither,790.7333333333333,800.9333333333333,7.676543209876549
NSC,800.9333333333333,801.1,8.930909090909084
Neither,801.1,801.2666666666667,7.676543209876549
NSC,801.2666666666667,801.3,8.930909090909084
Neither,801.3,803.7333333333333,7.676543209876549
NSC,803.7333333333333,813.8,8.930909090909084
Neither,813.8,824.2666666666667,7.676543209876549
NSC,824.2666666666667,825.8666666666667,8.930909090909084
Neither,825.8666666666667,826.6,7.676543209876549
NSC,826.6,833.2,8.930909090909084
Neither,833.2,842.2333333333333,7.676543209876549
NSC,842.2333333333333,845.3333333333334,8.930909090909084
Neither,845.3333333333334,862.0,7.676543209876549
NSC,862.0,869.1,8.930909090909084
Neither,869.1,896.7666666666667,7.676543209876549
NSC,896.7666666666667,897.0333333333333,8.930909090909084
Neither,897.0333333333333,897.0666666666667,7.676543209876549
NSC,897.0666666666667,897.2,8.930909090909084
Neither,897.2,897.2333333333333,7.676543209876549
NSC,897.2333333333333,897.2666666666667,8.930909090909084
Neither,897.2666666666667,900.6666666666666,7.676543209876549
NSC,900.6666666666666,905.7333333333333,8.930909090909084
