Chamber,Start Time,End Time
SC,344.8,345.76666666666665
SC,360.4,362.1666666666667
SC,366.46666666666664,367.93333333333334
SC,372.0,373.8333333333333
SC,424.1333333333333,425.1
SC,441.8666666666667,442.8666666666667
SC,446.5,447.3333333333333
SC,507.96666666666664,508.8333333333333
SC,512.7666666666667,520.6
SC,524.4,526.2
NSC,0,64.76666666666667
NSC,89.03333333333333,97.23333333333333
NSC,102.0,105.33333333333333
NSC,109.13333333333334,128.6
NSC,209.1,214.36666666666667
NSC,216.3,218.53333333333333
NSC,218.53333333333333,222.4
NSC,225.53333333333333,236.53333333333333
NSC,238.0,242.2
NSC,243.66666666666666,248.7
NSC,255.66666666666666,262.06666666666666
NSC,264.23333333333335,266.1
NSC,271.43333333333334,275.23333333333335
NSC,275.23333333333335,283.1
NSC,287.3333333333333,291.26666666666665
NSC,297.26666666666665,300.3333333333333
NSC,303.6,305.76666666666665
NSC,310.1,312.2
NSC,315.26666666666665,321.76666666666665
NSC,327.7,331.1666666666667
NSC,532.4333333333333,537.2333333333333
NSC,540.2666666666667,543.5666666666667
NSC,545.5666666666667,604.1
NSC,607.8333333333334,612.7333333333333
NSC,614.8333333333334,659.3
NSC,660.6333333333333,662.0333333333333
NSC,669.4666666666667,673.8333333333334
NSC,677.5,680.1333333333333
NSC,681.8666666666667,685.3
NSC,687.4333333333333,689.9333333333333
NSC,692.6666666666666,695.5333333333333
NSC,795.3666666666667,802.7666666666667
NSC,805.3333333333334,806.6666666666666
NSC,808.6333333333333,810.5333333333333
NSC,812.5333333333333,816.3333333333334
NSC,817.4333333333333,819.0666666666667
NSC,820.5,824.1333333333333
NSC,824.1333333333333,826.0666666666667
NSC,829.4,831.7
NSC,837.8333333333334,840.4
NSC,842.7666666666667,847.5
NSC,850.9333333333333,853.9
NSC,858.0333333333333,861.4
NSC,865.1666666666666,917.2
Neither,64.76666666666667,89.03333333333333
Neither,97.23333333333333,102.0
Neither,105.33333333333333,109.13333333333334
Neither,128.6,209.1
Neither,214.36666666666667,216.3
Neither,222.4,225.53333333333333
Neither,236.53333333333333,238.0
Neither,242.2,243.66666666666666
Neither,248.7,255.66666666666666
Neither,262.06666666666666,264.23333333333335
Neither,266.1,271.43333333333334
Neither,283.1,287.3333333333333
Neither,291.26666666666665,297.26666666666665
Neither,300.3333333333333,303.6
Neither,305.76666666666665,310.1
Neither,312.2,315.26666666666665
Neither,321.76666666666665,327.7
Neither,331.1666666666667,343.26666666666665
Neither,343.26666666666665,344.8
Neither,345.76666666666665,347.1333333333333
Neither,347.1333333333333,360.4
Neither,362.1666666666667,366.46666666666664
Neither,367.93333333333334,372.0
Neither,373.8333333333333,375.53333333333336
Neither,375.53333333333336,380.7
Neither,380.7,384.2
Neither,384.2,387.1
Neither,387.1,392.3666666666667
Neither,392.3666666666667,407.46666666666664
Neither,407.46666666666664,415.23333333333335
Neither,415.23333333333335,424.1333333333333
Neither,425.1,428.76666666666665
Neither,428.76666666666665,430.8
Neither,430.8,433.6666666666667
Neither,433.6666666666667,441.8666666666667
Neither,442.8666666666667,446.5
Neither,447.3333333333333,449.8
Neither,449.8,451.6
Neither,451.6,454.23333333333335
Neither,454.23333333333335,457.56666666666666
Neither,457.56666666666666,460.43333333333334
Neither,460.43333333333334,463.3
Neither,463.3,466.2
Neither,466.2,470.2
Neither,470.2,481.1
Neither,481.1,494.7
Neither,494.7,500.8
Neither,500.8,505.6666666666667
Neither,505.6666666666667,507.96666666666664
Neither,508.8333333333333,510.6
Neither,510.6,512.7666666666667
Neither,520.6,524.4
Neither,526.2,532.4333333333333
Neither,537.2333333333333,540.2666666666667
Neither,543.5666666666667,545.5666666666667
Neither,604.1,606.1666666666666
Neither,606.1666666666666,607.8333333333334
Neither,612.7333333333333,614.8333333333334
Neither,659.3,660.6333333333333
Neither,662.0333333333333,669.4666666666667
Neither,673.8333333333334,677.5
Neither,680.1333333333333,681.8666666666667
Neither,685.3,687.4333333333333
Neither,689.9333333333333,692.6666666666666
Neither,695.5333333333333,795.3666666666667
Neither,802.7666666666667,805.3333333333334
Neither,806.6666666666666,808.6333333333333
Neither,810.5333333333333,812.5333333333333
Neither,816.3333333333334,817.4333333333333
Neither,819.0666666666667,820.5
Neither,826.0666666666667,829.4
Neither,831.7,837.8333333333334
Neither,840.4,842.7666666666667
Neither,847.5,850.9333333333333
Neither,853.9,858.0333333333333
Neither,861.4,865.1666666666666
