Time (seconds),Angle difference
0.0,
0.00641025641025641,10.081347897303885
0.01282051282051282,6.740056276424838
0.019230769230769232,0.5097558321196516
0.02564102564102564,0.5757531838590069
0.03205128205128205,13.33372202795718
0.038461538461538464,0.6194088101429998
0.04487179487179487,9.922531484224152
0.05128205128205128,8.96071470407685
0.057692307692307696,2.5144742529269877
0.0641025641025641,5.942148906917055
0.07051282051282051,8.470255028494563
0.07692307692307693,15.663702376512816
0.08333333333333333,3.894645098903794
0.08974358974358974,10.763744668493757
0.09615384615384616,0.28633083784819746
0.10256410256410256,2.121326308797933
0.10897435897435898,2.726675886501937
0.11538461538461539,0.8547845735538715
0.12179487179487179,3.7170705996802553
0.1282051282051282,0.6613559900449388
0.1346153846153846,2.155680601527621
0.14102564102564102,2.018213487893803
0.14743589743589744,4.984866003393449
0.15384615384615385,4.575872571704082
0.16025641025641027,5.191785216479815
0.16666666666666666,21.744977653805933
0.17307692307692307,18.610040735955636
0.1794871794871795,5.0160340377754835
0.1858974358974359,2.195202230378186
0.19230769230769232,1.1739769506049669
0.1987179487179487,5.0968861422079215
0.20512820512820512,22.858804225709875
0.21153846153846154,6.275323539919782
0.21794871794871795,7.440118228032148
0.22435897435897437,26.70793177908409
0.23076923076923078,122.96697028441736
0.23717948717948717,6.916092947286984
0.24358974358974358,20.774181341901564
0.25,24.45883162527703
0.2564102564102564,15.841512964388329
0.26282051282051283,79.68215765918592
0.2692307692307692,2.745576229489174
0.27564102564102566,24.36036126802358
0.28205128205128205,96.47724246665699
0.28846153846153844,43.51196232591836
0.2948717948717949,0.1752541172964186
0.30128205128205127,0.9871738660951905
0.3076923076923077,1.0835943160118973
0.3141025641025641,2.0611258770134384
0.32051282051282054,53.78214443171939
0.3269230769230769,116.27770260169173
0.3333333333333333,62.53405209225744
0.33974358974358976,0.6145836635945869
0.34615384615384615,1.851747783690584
0.3525641025641026,1.5169649952665338
0.358974358974359,0.1849872415981224
0.36538461538461536,1.7952018182673015
0.3717948717948718,3.654790116905204
0.3782051282051282,0.6534494443825452
0.38461538461538464,8.315577781301144
0.391025641025641,7.697308641202085
0.3974358974358974,5.290300597980519
0.40384615384615385,0.45748163127544217
0.41025641025641024,0.28903485744127977
0.4166666666666667,1.0053494203116315
0.4230769230769231,1.4776865614452106
0.42948717948717946,12.130360414397998
0.4358974358974359,0.5609065629587491
0.4423076923076923,1.8754128149173965
0.44871794871794873,0.8009577614313912
0.4551282051282051,7.972222609496555
0.46153846153846156,54.22385558808385
0.46794871794871795,49.85382040585709
0.47435897435897434,0.6970588633908505
0.4807692307692308,49.865307703485
0.48717948717948717,57.751582512332774
0.4935897435897436,4.775247698005131
0.5,8.754569184891068
0.5064102564102564,1.9785727535178523
0.5128205128205128,2.9676632681979527
0.5192307692307693,6.1493612101319
0.5256410256410257,59.93515193414688
0.532051282051282,12.560029341495934
0.5384615384615384,23.706354525908317
0.5448717948717948,36.42411461661202
0.5512820512820513,3.2371997838153046
0.5576923076923077,34.57137788447283
0.5641025641025641,36.05697337616527
0.5705128205128205,9.848770077753151
0.5769230769230769,0.1064016294989969
0.5833333333333334,38.15403112263823
0.5897435897435898,4.068166123735786
0.5961538461538461,1.3244145003745658
0.6025641025641025,2.749706837030047
0.6089743589743589,1.2471882611795309
0.6153846153846154,1.101312281592314
0.6217948717948718,0.5074927725702736
0.6282051282051282,0.007580605865655343
0.6346153846153846,0.7133068378617367
0.6410256410256411,0.8715397761408994
0.6474358974358975,0.0632658897367051
0.6538461538461539,0.1049495924434396
0.6602564102564102,2.3915167732737714
0.6666666666666666,1.3843303419361064
0.6730769230769231,6.046950891797692
0.6794871794871795,1.4673591434983706
0.6858974358974359,2.488130050217194
0.6923076923076923,0.26932105437610687
0.6987179487179487,2.755129151508669
0.7051282051282052,0.1267962477813569
0.7115384615384616,1.00638689267835
0.717948717948718,52.79329179162286
0.7243589743589743,12.735848911151976
0.7307692307692307,9.454910271093713
0.7371794871794872,3.9784209451214068
0.7435897435897436,13.556893046846827
0.75,14.244000575563085
0.7564102564102564,6.754252006319405
0.7628205128205128,37.39929790116371
0.7692307692307693,0.34898708922908384
0.7756410256410257,75.0196736131693
0.782051282051282,33.91936472197694
0.7884615384615384,51.46702159123359
0.7948717948717948,0.726483899938799
0.8012820512820513,83.73622979109912
0.8076923076923077,23.760876709488777
0.8141025641025641,3.7796856491718103
0.8205128205128205,12.726235264336596
0.8269230769230769,6.90876233917658
0.8333333333333334,57.49580103759455
0.8397435897435898,59.14809030587688
0.8461538461538461,160.54528881167215
0.8525641025641025,15.25627724068076
0.8589743589743589,15.459595596584961
0.8653846153846154,47.67884344956711
0.8717948717948718,8.530848778937525
0.8782051282051282,6.4054855230160115
0.8846153846153846,81.72394601944849
