Time (seconds),Angle difference
0.0,
0.03333333333333333,0.03781055889660756
0.06666666666666667,0.0085161223778778
0.1,1.500999983738316
0.13333333333333333,0.30388979659150017
0.16666666666666666,0.557356213928422
0.2,0.08808713554371028
0.23333333333333334,0.49591784236255254
0.26666666666666666,0.2429951158733088
0.3,0.27114643109733816
0.3333333333333333,0.04387140453656624
0.36666666666666664,0.02084833060894198
0.4,0.0006103055767407994
0.43333333333333335,0.4179034103658239
0.4666666666666667,0.1560384981509202
0.5,0.1598096883474902
0.5333333333333333,0.13090287491306096
0.5666666666666667,0.003767633647188795
0.6,0.001376389970937808
0.6333333333333333,0.01419801853626268
0.6666666666666666,0.003942442494944132
0.7,0.006521469841882954
0.7333333333333333,0.1979518140062826
0.7666666666666667,1.643585608256422
0.8,0.008127734615524851
0.8333333333333334,0.004849814474816583
0.8666666666666667,0.029169054854168763
0.9,0.024459425186601713
0.9333333333333333,0.0007804804884408156
0.9666666666666667,0.026636580397869203
1.0,0.004827826977895633
1.0333333333333334,0.061042873890801985
1.0666666666666667,0.007148618778307636
1.1,0.0157412529355474
1.1333333333333333,0.005835528043074412
1.1666666666666667,0.0011628813014326056
1.2,1.3615437804613002
1.2333333333333334,0.09238493692573169
1.2666666666666666,0.0012134108209407302
1.3,0.25067927899209774
1.3333333333333333,0.04114964344355165
1.3666666666666667,0.20489994819243584
1.4,1.1797807400510063
1.4333333333333333,1.1600349484796961
1.4666666666666666,0.1653515759081765
1.5,0.5820110033767145
1.5333333333333334,0.0021732898672519596
1.5666666666666667,1.1679331165335327
1.6,0.0036667875732794286
1.6333333333333333,1.3833368200400455
1.6666666666666667,1.0334170676816843
1.7,0.050656082883954845
1.7333333333333334,0.08440434488635074
1.7666666666666666,0.0010819417555278932
1.8,0.004754097939222213
1.8333333333333333,0.003918044022743317
1.8666666666666667,0.2577653853550954
1.9,0.15509164953530075
1.9333333333333333,0.06018913695887651
1.9666666666666666,0.08589457199930894
2.0,0.40534118341808156
2.033333333333333,0.05420606416495044
2.066666666666667,0.0014722282254595598
2.1,0.03259881690224642
2.1333333333333333,0.021654630138551845
2.1666666666666665,0.002880831308358367
2.2,0.0020278936563746797
2.2333333333333334,0.0008675088792555741
2.2666666666666666,0.002780349306291896
2.3,0.0010830673623321019
2.3333333333333335,0.0008846389166397017
2.3666666666666667,0.004476416893882451
2.4,0.0009091427655327777
2.433333333333333,0.014507930204484154
2.466666666666667,0.0017653582677032986
2.5,0.03792607571506501
2.533333333333333,0.0007118679297946073
2.566666666666667,0.0014609620325201078
2.6,0.000570586180520749
2.6333333333333333,0.0024538069968373932
2.6666666666666665,0.005219246123372656
2.7,0.006199805635773714
2.7333333333333334,5.6866058031346256e-05
2.7666666666666666,0.0011898433087456084
2.8,0.002325216377583317
2.8333333333333335,0.0024476049667754296
2.8666666666666667,0.004616166239789443
2.9,0.020372397181258606
2.933333333333333,0.015608434785622904
2.966666666666667,0.014103139135373866
3.0,0.004889666733849829
3.033333333333333,0.07932815498419288
3.066666666666667,0.06772794608524091
3.1,0.02873367336097221
3.1333333333333333,0.0016759254701650406
3.1666666666666665,0.0457370680234801
3.2,0.033058363067373975
3.2333333333333334,0.07880697595287511
3.2666666666666666,0.09090441914717662
3.3,0.6611697762635993
3.3333333333333335,0.08273760919056539
3.3666666666666667,0.4159174614750203
3.4,0.0006345526125386414
3.433333333333333,0.0006881419578599335
3.466666666666667,0.006915433171971408
3.5,0.11981391395264662
3.533333333333333,0.14256269991640735
3.566666666666667,0.13848777849068927
3.6,0.12273688205824396
3.6333333333333333,0.10009039952586107
3.6666666666666665,0.025597261927529757
3.7,0.004630006199115577
3.7333333333333334,0.017035396845781037
3.7666666666666666,0.039073181088524755
3.8,0.0034008261018216857
3.8333333333333335,0.025481874898756196
3.8666666666666667,0.013527499267305565
3.9,0.01841509575551914
3.933333333333333,0.18316365169024262
3.966666666666667,0.431298889575376
4.0,0.00832618135847163
4.033333333333333,0.01996054420498261
4.066666666666666,0.9173265656775165
4.1,0.07344654941596129
4.133333333333334,0.25183126944682943
4.166666666666667,0.14007012900586435
4.2,0.02242748377888848
4.233333333333333,0.03872819631208557
4.266666666666667,0.010172866258701063
4.3,0.21337988560149235
4.333333333333333,0.029607691851086138
4.366666666666666,0.3003919989886583
4.4,0.001127258605339243
4.433333333333334,0.016557329251956965
4.466666666666667,0.48785404348372907
4.5,0.19726099804669062
4.533333333333333,0.08556230312352575
4.566666666666666,0.03144985440820314
4.6,0.030270142195179872
4.633333333333334,0.010225070738933084
4.666666666666667,0.18670034680881376
4.7,0.02227248391027281
4.733333333333333,0.011954338035443435
4.766666666666667,0.013542608622886476
4.8,0.14704451047300005
4.833333333333333,0.020719253863390463
4.866666666666666,0.09222305369659534
4.9,0.04774981578236748
4.933333333333334,1.1706747446326604
4.966666666666667,0.27660396917782926
5.0,0.06949956809565183
5.033333333333333,0.09069433891145273
5.066666666666666,0.001083698883264539
5.1,0.06380719820800529
5.133333333333334,0.45459143019504644
5.166666666666667,0.0013448993925484487
5.2,1.012485116358115
5.233333333333333,0.7469493490842618
5.266666666666667,0.03900476974661515
5.3,0.05573704961671844
5.333333333333333,0.022013252313498377
5.366666666666666,0.05104616107974813
5.4,0.04676800237420675
5.433333333333334,0.014754455171999581
5.466666666666667,0.034873407555441105
5.5,0.038197351268263624
5.533333333333333,0.021633566860915998
5.566666666666666,0.0052301705401092136
5.6,0.005876631500462359
5.633333333333334,0.021872108268655488
5.666666666666667,0.008613235718399892
5.7,0.05448272528657139
5.733333333333333,0.05877704857945609
5.766666666666667,0.05815658479757335
5.8,0.002941611835702851
5.833333333333333,0.10949511059151984
5.866666666666666,0.05047276144904966
5.9,0.18892046985962718
5.933333333333334,0.14004020112962046
5.966666666666667,0.30770768077579636
6.0,0.1986377046273171
6.033333333333333,0.0050123534379995505
6.066666666666666,0.007256522933434262
6.1,1.727021323431682
6.133333333333334,0.4337314597725932
6.166666666666667,0.40425033019206325
6.2,0.17469679231513346
6.233333333333333,0.06745398848092066
6.266666666666667,0.019216494307352505
6.3,0.16414974857897846
6.333333333333333,0.16535281592546447
6.366666666666666,0.8657230800311684
6.4,0.32984528044993233
6.433333333333334,0.09572934315356818
6.466666666666667,0.00795849839618512
6.5,0.21840557421956852
6.533333333333333,0.09174794051150847
6.566666666666666,0.26485719623233805
6.6,0.5391419953487055
6.633333333333334,0.3148668780829613
6.666666666666667,0.1564444643068601
6.7,0.1199516819735642
6.733333333333333,0.010894139628778277
6.766666666666667,0.3356725405543912
6.8,0.22405830419546646
6.833333333333333,0.0654404923226366
6.866666666666666,0.0466340450064493
6.9,0.09199271080528959
6.933333333333334,0.12465192478754794
6.966666666666667,0.07745425825974017
7.0,0.4612003564679661
7.033333333333333,0.1570908222405638
7.066666666666666,0.4203642581621132
7.1,0.09037823148769242
7.133333333333334,0.46064642621117713
7.166666666666667,0.05335317539331719
