Time (seconds),Angles_SC,Angles_NSC
0.0,160.12601423205936,
0.006329113924050633,158.07983093664433,
0.012658227848101266,156.99180315822346,
0.0189873417721519,154.98263277633615,
0.02531645569620253,150.47789235392992,
0.03164556962025317,147.78587640122464,
0.0379746835443038,140.8036216296465,
0.04430379746835443,142.87739915874926,
0.05063291139240506,146.11441992265455,
0.056962025316455694,147.5428034283831,
0.06329113924050633,152.7279419748227,
0.06962025316455696,146.5996854296073,
0.0759493670886076,142.69544449236548,
0.08227848101265822,138.51339922932672,
0.08860759493670886,135.01893942823364,
0.0949367088607595,133.7463710784469,
0.10126582278481013,135.07204454770223,
0.10759493670886076,135.32125085670913,
0.11392405063291139,135.11216617511081,
0.12025316455696203,134.4403725410409,
0.12658227848101267,134.5442416888108,
0.13291139240506328,135.30211938960534,
0.13924050632911392,136.5390508464313,
0.14556962025316456,142.44174720251672,
0.1518987341772152,144.0933066035054,
0.15822784810126583,147.50327150731815,
0.16455696202531644,146.02073317112902,
0.17088607594936708,142.67098954631106,
0.17721518987341772,138.6646876628762,
0.18354430379746836,130.36933994026873,
0.189873417721519,120.95348688231822,
0.1962025316455696,118.18429534694133,
0.20253164556962025,112.69448519417638,
0.2088607594936709,112.47384617752789,
0.21518987341772153,111.16249206021702,
0.22151898734177214,110.16306770685058,
0.22784810126582278,14.599601407300371,
0.23417721518987342,22.275090159244986,
0.24050632911392406,71.79766254537284,
0.2468354430379747,32.54738468634072,
0.25316455696202533,32.83485958922188,
0.25949367088607594,107.59984354110692,
0.26582278481012656,103.7753493976051,
0.2721518987341772,89.66034690225972,
0.27848101265822783,59.24433486358504,
0.2848101265822785,59.33741340526414,
0.2911392405063291,59.452407969960255,
0.2974683544303797,59.46170515403551,
0.3037974683544304,59.440098244988064,
0.310126582278481,59.50005366532611,
0.31645569620253167,97.56440837329396,
0.3227848101265823,56.95605216563781,
0.3291139240506329,56.98118470811371,
0.33544303797468356,56.70045991245422,
0.34177215189873417,56.56278946092208,
0.34810126582278483,56.29425687652267,
0.35443037974683544,56.2473711105422,
0.36075949367088606,56.23991647073628,
0.3670886075949367,56.48292249463375,
0.37341772151898733,56.7450457403402,
0.379746835443038,,102.05074568939754
0.3860759493670886,,94.87556908990516
0.3924050632911392,,89.55248500839149
