Time (seconds),Angle difference,Location
0.0,,SC
0.03333333333333333,0.15192107768160668,SC
0.06666666666666667,0.04194835522201856,SC
0.1,0.4770734973411095,SC
0.13333333333333333,0.1835704662336184,SC
0.16666666666666666,0.2367433739161129,SC
0.2,0.008363831033136648,SC
0.23333333333333334,0.009171723324016057,SC
0.26666666666666666,0.06047316748902176,SC
0.3,0.2613580707918004,SC
0.3333333333333333,0.2300602618244625,SC
0.36666666666666664,0.11695895574763426,SC
0.4,0.13519169941849896,SC
0.43333333333333335,0.8550728423418263,SC
0.4666666666666667,0.31312228520334884,SC
0.5,0.01366252887697783,SC
0.5333333333333333,1.7929464304131102,SC
0.5666666666666667,0.3292232642749582,SC
0.6,1.9033843651751567,SC
0.6333333333333333,0.24281761227558718,SC
0.6666666666666666,1.7268573210251361,SC
0.7,0.3739779862460182,SC
0.7333333333333333,0.2452769952499807,SC
0.7666666666666667,0.01725496135367166,SC
0.8,0.11195448060419722,SC
0.8333333333333334,0.08150883189591696,SC
0.8666666666666667,0.7397356125898682,SC
0.9,0.09423683163123542,SC
0.9333333333333333,0.13067131483563799,SC
0.9666666666666667,0.5446034962497492,SC
1.0,0.19180668409410373,SC
1.0333333333333334,1.1542810028052486,SC
1.0666666666666667,0.058110518605928974,SC
1.1,0.07780528310678392,SC
1.1333333333333333,0.008727854922540246,SC
1.1666666666666667,0.10242969610470709,SC
1.2,0.07463007732394544,SC
1.2333333333333334,0.15800728292208532,SC
1.2666666666666666,0.2184256330974108,SC
1.3,0.4631133738629387,SC
1.3333333333333333,0.05525644518962736,SC
1.3666666666666667,0.0526634251973519,SC
1.4,0.215743979553622,SC
1.4333333333333333,0.0972496743878537,SC
1.4666666666666666,0.07395896448531403,SC
1.5,0.01699577891457693,SC
1.5333333333333334,0.25770685161842266,SC
1.5666666666666667,0.05833576627782122,SC
1.6,0.03499155562650458,SC
1.6333333333333333,1.1326123439811795,SC
1.6666666666666667,0.5264505523491607,SC
1.7,0.011786009114359786,SC
1.7333333333333334,0.004835804514982556,SC
1.7666666666666666,0.14077063333382966,SC
1.8,0.10785902106778167,SC
1.8333333333333333,0.17700364066166685,SC
1.8666666666666667,0.30199068509523386,SC
1.9,0.17448096733141938,SC
1.9333333333333333,0.009750230716861097,SC
1.9666666666666666,0.16332344255340558,SC
2.0,0.2896402094815471,SC
2.033333333333333,0.08224972010930287,SC
2.066666666666667,0.3308744267575321,SC
2.1,0.09455671919033648,SC
2.1333333333333333,0.0698831947259464,SC
2.1666666666666665,0.39453718822323935,SC
2.2,0.025777812614137474,SC
2.2333333333333334,0.241144089099123,SC
2.2666666666666666,0.01670896891312168,SC
2.3,0.15144267365036512,SC
2.3333333333333335,0.027491842594145055,SC
2.3666666666666667,0.20697466799975928,SC
2.4,0.19245875507971277,SC
2.433333333333333,1.9026065082703099,SC
2.466666666666667,0.21582418660756275,SC
2.5,3.8632062712714514,SC
2.533333333333333,0.15192717976822223,SC
2.566666666666667,0.15077396065032644,SC
2.6,0.11099073070590748,SC
2.6333333333333333,0.04129652669553252,SC
2.6666666666666665,0.4684959540277873,SC
2.7,0.08109018649196287,SC
2.7333333333333334,0.04669520035753294,SC
2.7666666666666666,0.1193679012623079,SC
2.8,0.015766752063484546,SC
2.8333333333333335,0.24296581243049786,SC
2.8666666666666667,0.22977175394004234,SC
2.9,0.009548444657696109,SC
2.933333333333333,0.21004953159695106,SC
2.966666666666667,0.04038158172181738,SC
3.0,0.7305045721978445,SC
3.033333333333333,0.800973287240879,SC
3.066666666666667,0.30809732907670195,SC
3.1,0.094728810889535,SC
3.1333333333333333,0.018526594769923577,SC
3.1666666666666665,0.34092022862353133,SC
3.2,0.29943570897006566,SC
3.2333333333333334,0.09729252388990517,SC
3.2666666666666666,0.294041854515001,SC
3.3,0.19829195525829846,SC
3.3333333333333335,0.022642253469143725,SC
3.3666666666666667,0.17162765175794448,SC
3.4,0.6880376639243764,SC
3.433333333333333,0.4254139355751363,SC
3.466666666666667,0.23595866389644016,SC
3.5,0.12478937342513063,SC
3.533333333333333,0.19051328636527387,SC
3.566666666666667,0.042661509975687295,SC
3.6,0.7026340304655605,SC
3.6333333333333333,0.2716896842986216,SC
3.6666666666666665,0.1789490404519256,SC
3.7,0.03472668697258996,SC
3.7333333333333334,0.04985328799648414,SC
3.7666666666666666,0.004510191778820172,SC
3.8,0.48930739465993156,SC
3.8333333333333335,0.01908544048802696,SC
3.8666666666666667,0.05575178425260674,SC
3.9,0.039869759175644504,SC
3.933333333333333,0.15537270467171993,SC
3.966666666666667,0.4424227607656803,SC
4.0,0.4442790324500834,SC
4.033333333333333,0.002304649621464705,SC
4.066666666666666,0.4907085356484231,SC
4.1,0.012809035176474026,SC
4.133333333333334,0.05485115871090329,SC
4.166666666666667,0.07216278481502059,SC
4.2,0.003335760449431291,SC
4.233333333333333,0.19184010913454586,SC
4.266666666666667,0.039621727299618215,SC
4.3,0.01772495134360952,SC
4.333333333333333,0.13353681522426086,SC
4.366666666666666,0.003774284052326493,SC
4.4,0.045664798710447485,SC
4.433333333333334,0.043803738861129204,SC
4.466666666666667,0.11984048108342904,SC
4.5,0.018292989137876248,SC
4.533333333333333,0.11523747298775788,SC
4.566666666666666,0.2116749333542316,SC
4.6,0.07022893981098832,SC
4.633333333333334,0.07467562207676792,SC
4.666666666666667,0.39095491017599215,SC
4.7,0.014774411820212663,SC
4.733333333333333,0.16878314801664374,SC
4.766666666666667,0.03199646460717531,SC
4.8,0.26359230345212836,SC
4.833333333333333,0.003623936382211923,SC
4.866666666666666,0.0814547163359407,SC
4.9,0.02446268582519906,SC
4.933333333333334,0.27461123631445616,SC
4.966666666666667,0.011274849816743426,SC
5.0,0.013793492876743585,SC
5.033333333333333,0.030007120712525648,SC
5.066666666666666,0.010865521195512429,SC
5.1,0.08290397006931016,SC
5.133333333333334,0.19263350746467722,SC
5.166666666666667,0.0025574713399691973,SC
5.2,0.5270126435017346,SC
5.233333333333333,0.20049334752451387,SC
5.266666666666667,0.14376782214634432,SC
5.3,0.07827998021610938,SC
5.333333333333333,1.8630003168535154,SC
5.366666666666666,0.13548784209484666,SC
5.4,0.1599028739615278,SC
5.433333333333334,0.3168350056548661,SC
5.466666666666667,0.6668938303550931,SC
5.5,0.06333009640178489,SC
5.533333333333333,0.3926576597901317,SC
5.566666666666666,0.5620441630985624,SC
5.6,0.2466208123406659,SC
5.633333333333334,0.02005388607540226,SC
5.666666666666667,0.28032893105472567,SC
5.7,0.6193939269045927,SC
5.733333333333333,0.5628768556391606,SC
5.766666666666667,0.5937635889833928,SC
5.8,0.2388343646072144,SC
5.833333333333333,0.13018378683455012,SC
5.866666666666666,0.07192626725475293,SC
5.9,0.2925699035120033,SC
5.933333333333334,0.5433170274498593,SC
5.966666666666667,0.016594818917837983,SC
6.0,0.027301262036814933,SC
6.033333333333333,0.268922401825364,SC
6.066666666666666,0.057149888079834454,SC
6.1,0.2707251123870833,SC
6.133333333333334,0.0528980568294628,SC
6.166666666666667,0.13348831553958007,SC
6.2,0.9124260886918023,SC
6.233333333333333,0.06522079774845224,SC
6.266666666666667,1.4944182133802997,SC
6.3,0.7703268088537811,SC
6.333333333333333,0.045337542593983926,SC
6.366666666666666,0.027314133801439766,SC
6.4,0.0534623787348778,SC
6.433333333333334,0.02042406648143924,SC
6.466666666666667,0.15724038913452887,SC
6.5,0.5623856598260772,SC
6.533333333333333,0.2930382854790423,SC
6.566666666666666,0.07471626758677985,SC
6.6,0.012829070449129176,SC
6.633333333333334,0.03608654352399299,SC
6.666666666666667,0.010459611934095392,SC
6.7,1.1540206934912476,SC
6.733333333333333,0.7027134212376609,SC
6.766666666666667,0.045549414112258546,SC
6.8,0.08611980486443827,SC
6.833333333333333,0.2530559716106495,SC
6.866666666666666,0.10944392317873053,SC
6.9,0.149194563911351,SC
6.933333333333334,0.21123228432566066,SC
6.966666666666667,0.042332037996743566,SC
7.0,0.20204397509922956,SC
7.033333333333333,0.24333215288282872,SC
7.066666666666666,0.11895211093371927,SC
7.1,0.2522520533354964,SC
7.133333333333334,0.017049120007072815,SC
7.166666666666667,0.07116609785020955,SC
7.2,0.2748326503789258,SC
7.233333333333333,0.26498509057609,SC
7.266666666666667,0.1138657074754974,SC
7.3,0.1308114471790418,SC
7.333333333333333,2.3590865424089316,SC
7.366666666666666,0.27848861053121254,SC
7.4,0.28747044150566126,SC
7.433333333333334,2.4300893196713105,SC
7.466666666666667,0.031611018994169626,SC
7.5,0.10200158002834314,SC
7.533333333333333,1.9519828675849453,SC
7.566666666666666,0.2522260631031372,SC
7.6,0.8608640007154804,SC
7.633333333333334,0.9714371630649907,SC
7.666666666666667,0.048287943703826386,SC
7.7,0.29723132798216056,SC
7.733333333333333,0.0448552274280587,SC
7.766666666666667,0.3616136200772644,SC
7.8,0.5863959426345673,SC
7.833333333333333,0.43717450473241115,SC
7.866666666666666,0.40767731934823814,SC
7.9,0.26001674822839504,SC
7.933333333333334,1.034709750785055,SC
7.966666666666667,0.24706537932127048,SC
8.0,0.4974816972994063,SC
8.033333333333333,0.26201921130967776,SC
8.066666666666666,0.32490991278910997,SC
8.1,0.4297099845946377,SC
8.133333333333333,0.2885855074378014,SC
8.166666666666666,0.20950829723011566,SC
8.2,1.0752583855185094,SC
8.233333333333333,1.3071347645702645,SC
8.266666666666667,0.42946616191210296,SC
8.3,1.1088038165158878,SC
8.333333333333334,0.5350380885549839,SC
8.366666666666667,0.4284335447774765,SC
8.4,2.025522722168546,SC
8.433333333333334,0.3492896701669679,SC
8.466666666666667,0.25993105781117265,SC
8.5,0.9876636689365341,SC
8.533333333333333,0.06872021711672005,SC
8.566666666666666,0.05992084485222904,SC
8.6,1.8471709046272622,SC
8.633333333333333,0.330182628007492,SC
8.666666666666666,0.09296412415812938,SC
8.7,0.09878219530378374,SC
8.733333333333333,0.04235095589166349,SC
8.766666666666667,0.06529459769018331,SC
8.8,2.4532701159361636,SC
8.833333333333334,0.1899966808841782,SC
8.866666666666667,0.014518390593309505,SC
8.9,0.33373642153895844,SC
8.933333333333334,0.08718910582757644,SC
8.966666666666667,0.17672216505013694,SC
9.0,3.128950621460149,SC
9.033333333333333,1.8580213183543606,SC
9.066666666666666,0.8408752894117129,SC
9.1,1.0539617910873744,SC
9.133333333333333,0.784403539548407,SC
9.166666666666666,0.08393491239314699,SC
9.2,0.7722207540532509,SC
9.233333333333333,0.2151999988989246,SC
9.266666666666667,0.3392139517221153,SC
9.3,0.13770902979013044,SC
9.333333333333334,0.5022401450719371,SC
9.366666666666667,2.1507958119785258,SC
9.4,0.0030331730778812016,SC
9.433333333333334,0.4903207802436782,SC
9.466666666666667,0.2775016572315394,SC
9.5,0.6031539309553864,SC
9.533333333333333,0.5648375857658721,SC
9.566666666666666,0.9535153897475084,SC
9.6,0.09717070577164577,SC
9.633333333333333,0.021158375552033704,SC
9.666666666666666,0.2918304511031806,SC
9.7,0.012278673381501903,SC
9.733333333333333,0.18572729448396785,SC
9.766666666666667,1.2346864626800311,SC
9.8,1.4220301030744622,SC
9.833333333333334,0.4985220047408916,SC
9.866666666666667,0.6631028255825981,SC
9.9,0.19883305980351906,SC
9.933333333333334,0.15476854440646548,SC
9.966666666666667,0.30848856682018777,SC
10.0,0.11075815973288172,SC
10.033333333333333,0.20428421630310822,SC
10.066666666666666,0.10610524100871999,SC
10.1,0.37253510099776577,SC
10.133333333333333,0.14846836278650244,SC
10.166666666666666,0.08887150818628697,SC
10.2,0.5625109301408884,SC
10.233333333333333,0.24903339116480083,SC
10.266666666666667,3.5410649250556503,SC
10.3,3.468717579016243,SC
10.333333333333334,1.288831515398499,SC
10.366666666666667,0.2598511526144307,SC
10.4,0.03726463752042264,SC
10.433333333333334,0.03604741569313319,SC
10.466666666666667,0.2878021442435852,SC
10.5,0.011807239768245381,SC
10.533333333333333,0.06451733963859851,SC
10.566666666666666,0.04314418215699334,SC
10.6,0.06440008657739327,SC
10.633333333333333,0.03028324430709972,SC
10.666666666666666,0.2108725751631937,SC
10.7,0.19220937664010762,SC
10.733333333333333,0.012209106977593365,SC
10.766666666666667,0.11426783629593729,SC
10.8,0.04828093471928696,SC
10.833333333333334,0.004085996206185882,SC
10.866666666666667,0.16707625514737856,SC
10.9,1.1139079658736932,SC
10.933333333333334,0.21241339401393589,SC
10.966666666666667,0.5030188599161534,SC
11.0,0.10568723542661473,SC
11.033333333333333,0.18844297616152517,SC
11.066666666666666,0.6230354949587422,SC
11.1,0.06406075068213113,SC
11.133333333333333,1.478146534687255,SC
11.166666666666666,0.5149391141355864,SC
11.2,0.2541508808495223,SC
11.233333333333333,0.7768890347746265,SC
11.266666666666667,0.37161007069397556,SC
11.3,0.0988558577269032,SC
11.333333333333334,0.1361316902975318,SC
11.366666666666667,0.6710255483636729,SC
11.4,0.025479060067425507,SC
11.433333333333334,5.160667967629706e-05,SC
11.466666666666667,0.04499931941870727,SC
11.5,0.17502977461276714,SC
11.533333333333333,0.35321296634009514,SC
11.566666666666666,0.22826061129950403,SC
11.6,0.0987374436622872,SC
11.633333333333333,0.7833093400690245,SC
11.666666666666666,0.07800690548236844,SC
11.7,0.04762744984668643,SC
11.733333333333333,0.12935542070175643,SC
11.766666666666667,0.03682768532479486,SC
11.8,0.05190276874100164,SC
11.833333333333334,0.03364597251771784,SC
11.866666666666667,1.3373779972313855,SC
11.9,0.20827148784007932,SC
11.933333333333334,0.11835625202587607,SC
