Chamber,Start Time,End Time,Average Time
SC,0,39.3,82.58484848484848
SC,39.3,54.96666666666667,82.58484848484848
SC,54.96666666666667,126.9,82.58484848484848
SC,126.9,192.33333333333334,82.58484848484848
SC,192.33333333333334,279.26666666666665,82.58484848484848
SC,279.26666666666665,352.4,82.58484848484848
SC,352.4,374.4,82.58484848484848
SC,374.4,524.8,82.58484848484848
SC,524.8,615.9333333333333,82.58484848484848
SC,615.9333333333333,904.5333333333333,82.58484848484848
SC,904.5333333333333,908.4333333333333,82.58484848484848
