Time (seconds),Angles_SC,Angles_NSC,Angles_neither
0.0,61.48346761249686,,
0.03333333333333333,61.72310055778359,,
0.06666666666666667,61.7881961100453,,
0.1,62.547399831200536,,
0.13333333333333333,62.166279708520065,,
0.16666666666666666,62.31576174927729,,
0.2,62.203203447000035,,
0.23333333333333334,62.20954265392796,,
0.26666666666666666,62.217216946017984,,
0.3,62.42073686401317,,
0.3333333333333333,62.36330817583889,,
0.36666666666666664,62.483950716921406,,
0.4,62.38029566752383,,
0.43333333333333335,62.68825827405674,,
0.4666666666666667,62.56116314270901,,
0.5,62.582135367921815,,
0.5333333333333333,62.62142195446841,,
0.5666666666666667,62.67413674667566,,
0.6,62.66257729399901,,
0.6333333333333333,62.72390583329727,,
0.6666666666666666,62.91316324591309,,
0.7,62.807821522045195,,
0.7333333333333333,62.83030341418765,,
0.7666666666666667,62.75165388778725,,
0.8,62.80684436384987,,
0.8333333333333334,62.79114613653727,,
0.8666666666666667,63.17121015289857,,
0.9,63.086147151003956,,
0.9333333333333333,63.00083361051817,,
0.9666666666666667,63.04149122982377,,
1.0,63.02165844865168,,
1.0333333333333334,62.83014373279952,,
1.0666666666666667,62.83847470198664,,
1.1,62.75306148982316,,
1.1333333333333333,62.71752079301273,,
1.1666666666666667,62.83624613166923,,
1.2,62.86097240878033,,
1.2333333333333334,62.76432776042755,,
1.2666666666666666,62.93415918933866,,
1.3,62.74277375399507,,
1.3333333333333333,62.68942466489206,,
1.3666666666666667,62.70861757596305,,
1.4,62.718608073785596,,
1.4333333333333333,62.7019840593379,,
1.4666666666666666,62.615051644574514,,
1.5,62.53275508499594,,
1.5333333333333334,62.81659589988799,,
1.5666666666666667,62.79332068839247,,
1.6,62.670303362845104,,
1.6333333333333333,62.577085126798806,,
1.6666666666666667,62.786571389725225,,
1.7,62.76359819135735,,
1.7333333333333334,62.760360232023665,,
1.7666666666666666,62.76451100372058,,
1.8,62.70107140349527,,
1.8333333333333333,62.621517873582654,,
1.8666666666666667,62.71658855249146,,
1.9,62.658224092954974,,
1.9333333333333333,62.663151085755466,,
1.9666666666666666,62.64175076257817,,
2.0,62.97687733074315,,
2.033333333333333,62.983038894905626,,
2.066666666666667,63.29532662818596,,
2.1,63.39422196643562,,
2.1333333333333333,63.42191859733875,,
2.1666666666666665,63.0440076418765,,
2.2,63.05041677824093,,
2.2333333333333334,63.25827375095401,,
2.2666666666666666,63.25484864730622,,
2.3,63.42932797635272,,
2.3333333333333335,63.44810816571155,,
2.3666666666666667,63.23186557204951,,
2.4,63.32600430022421,,
2.433333333333333,63.7028234662514,,
2.466666666666667,63.97173944468754,,
2.5,63.9486769112623,,
2.533333333333333,63.950938588914795,,
2.566666666666667,63.80744858784537,,
2.6,63.72886454671262,,
2.6333333333333333,63.78873901273728,,
2.6666666666666665,63.84915823409776,,
2.7,63.8669398842454,,
2.7333333333333334,63.84537304802794,,
2.7666666666666666,63.81287189935883,,
2.8,63.802254015767566,,
2.8333333333333335,63.84391448132898,,
2.8666666666666667,63.79596017728168,,
2.9,63.81188930251915,,
2.933333333333333,63.82533871427631,,
2.966666666666667,63.83487962856801,,
3.0,63.84780592710478,,
3.033333333333333,63.875577552644415,,
3.066666666666667,63.89642979549372,,
3.1,63.95577471346121,,
3.1333333333333333,63.96885343989148,,
3.1666666666666665,63.99427314358817,,
3.2,63.91318171706141,,
3.2333333333333334,63.91279898849595,,
3.2666666666666666,63.873774219662,,
3.3,63.85820624719373,,
3.3333333333333335,63.84466411405305,,
3.3666666666666667,63.927455102696754,,
3.4,63.95590896208501,,
3.433333333333333,63.91688369571693,,
3.466666666666667,63.853939803562064,,
3.5,63.86155321910677,,
3.533333333333333,63.86280297067507,,
3.566666666666667,63.876676418429454,,
3.6,64.12120072231511,,
3.6333333333333333,64.10298038356477,,
3.6666666666666665,64.14578927919267,,
3.7,64.11280853029203,,
3.7333333333333334,64.16139564165269,,
3.7666666666666666,64.16135586182452,,
3.8,64.07506846734077,,
3.8333333333333335,64.09212777394595,,
3.8666666666666667,64.0432195300415,,
3.9,64.0812356586807,,
3.933333333333333,64.11444089899844,,
3.966666666666667,64.0847717996447,,
4.0,64.0946194754585,,
4.033333333333333,64.09577563321695,,
4.066666666666666,64.84288585881858,,
4.1,64.67598020494424,,
4.133333333333334,64.48466712391438,,
4.166666666666667,64.4857207098746,,
4.2,64.46637050699472,,
4.233333333333333,64.33874425582866,,
4.266666666666667,64.33967002956501,,
4.3,64.35185385328363,,
4.333333333333333,64.23920694588193,,
4.366666666666666,64.2710422993119,,
4.4,64.30636182624539,,
4.433333333333334,64.27957815370368,,
4.466666666666667,64.26256307891742,,
4.5,64.22520761822648,,
4.533333333333333,64.0974240765888,,
4.566666666666666,64.20998759995454,,
4.6,64.23822593831481,,
4.633333333333334,64.25037733841498,,
4.666666666666667,64.27890313622734,,
4.7,64.26358654442468,,
4.733333333333333,64.23873315279663,,
4.766666666666667,64.18504685200702,,
4.8,64.41682863453075,,
4.833333333333333,64.42163308537042,,
4.866666666666666,64.41979077450593,,
4.9,64.4577317327197,,
4.933333333333334,64.3616826415069,,
4.966666666666667,64.48733600272973,,
5.0,64.50327155974607,,
5.033333333333333,64.46472991433585,,
5.066666666666666,64.4755293640291,,
5.1,64.51667482232932,,
5.133333333333334,64.6298833186596,,
5.166666666666667,64.65455872273941,,
5.2,64.51277989037402,,
5.233333333333333,64.29798339536151,,
5.266666666666667,64.27482050570616,,
5.3,63.98746493226939,,
5.333333333333333,63.56409381317369,,
5.366666666666666,63.55222949666793,,
