Time in seconds,Delta_theta,Color
0.0,,red
0.006329113924050633,-10.081347897303885,red
0.012658227848101266,-6.740056276424838,red
0.0189873417721519,0.5097558321196516,red
0.02531645569620253,0.5757531838590069,red
0.03164556962025317,13.33372202795718,red
0.0379746835443038,-0.6194088101429998,red
0.04430379746835443,9.922531484224152,red
0.05063291139240506,8.96071470407685,red
0.056962025316455694,-2.5144742529269877,red
0.06329113924050633,-5.942148906917055,red
0.06962025316455696,-8.470255028494563,red
0.0759493670886076,-15.663702376512816,red
0.08227848101265822,-3.894645098903794,red
0.08860759493670886,10.763744668493757,red
0.0949367088607595,-0.28633083784819746,red
0.10126582278481013,2.121326308797933,red
0.10759493670886076,2.726675886501937,red
0.11392405063291139,-0.8547845735538715,red
0.12025316455696203,3.7170705996802553,red
0.12658227848101267,-0.6613559900449388,red
0.13291139240506328,2.155680601527621,red
0.13924050632911392,2.018213487893803,red
0.14556962025316456,4.984866003393449,red
0.1518987341772152,4.575872571704082,red
0.15822784810126583,5.191785216479815,red
0.16455696202531644,-21.744977653805933,red
0.17088607594936708,-18.610040735955636,red
0.17721518987341772,-5.0160340377754835,red
0.18354430379746836,-2.195202230378186,red
0.189873417721519,1.1739769506049669,red
0.1962025316455696,-5.0968861422079215,red
0.20253164556962025,22.858804225709875,red
0.2088607594936709,-6.275323539919782,red
0.21518987341772153,-7.440118228032148,red
0.22151898734177214,26.70793177908409,red
0.22784810126582278,-122.96697028441736,red
0.23417721518987342,-6.916092947286984,red
0.24050632911392406,20.774181341901564,red
0.2468354430379747,-24.45883162527703,red
0.25316455696202533,15.841512964388329,red
0.25949367088607594,79.68215765918592,red
0.26582278481012656,-2.745576229489174,red
0.2721518987341772,24.36036126802358,red
0.27848101265822783,-96.47724246665699,red
0.2848101265822785,43.51196232591836,red
0.2911392405063291,0.1752541172964186,red
0.2974683544303797,-0.9871738660951905,red
0.3037974683544304,-1.0835943160118973,red
0.310126582278481,2.0611258770134384,red
0.31645569620253167,53.78214443171939,red
0.3227848101265823,-116.27770260169173,red
0.3291139240506329,62.53405209225744,red
0.33544303797468356,0.6145836635945869,red
0.34177215189873417,-1.851747783690584,red
0.34810126582278483,-1.5169649952665338,red
0.35443037974683544,0.1849872415981224,red
0.36075949367088606,-1.7952018182673015,red
0.3670886075949367,-3.654790116905204,red
0.37341772151898733,-0.6534494443825452,red
0.379746835443038,8.315577781301144,black
0.3860759493670886,-7.697308641202085,black
0.3924050632911392,-5.290300597980519,black
0.3987341772151899,-0.45748163127544217,black
0.4050632911392405,0.28903485744127977,black
0.41139240506329117,-1.0053494203116315,black
0.4177215189873418,1.4776865614452106,black
0.4240506329113924,12.130360414397998,red
0.43037974683544306,-0.5609065629587491,red
0.43670886075949367,-1.8754128149173965,red
0.4430379746835443,0.8009577614313912,red
0.44936708860759494,-7.972222609496555,black
0.45569620253164556,54.22385558808385,red
0.4620253164556962,-49.85382040585709,black
0.46835443037974683,0.6970588633908505,red
0.47468354430379744,49.865307703485,red
0.4810126582278481,-57.751582512332774,red
0.4873417721518987,4.775247698005131,red
0.4936708860759494,8.754569184891068,red
0.5,1.9785727535178523,red
0.5063291139240507,-2.9676632681979527,red
0.5126582278481012,6.1493612101319,red
0.5189873417721519,-59.93515193414688,red
0.5253164556962026,-12.560029341495934,red
0.5316455696202531,23.706354525908317,red
0.5379746835443038,-36.42411461661202,red
0.5443037974683544,3.2371997838153046,red
0.5506329113924051,34.57137788447283,red
0.5569620253164557,-36.05697337616527,red
0.5632911392405063,9.848770077753151,red
0.569620253164557,0.1064016294989969,red
0.5759493670886076,38.15403112263823,red
0.5822784810126582,4.068166123735786,red
0.5886075949367089,1.3244145003745658,red
0.5949367088607594,2.749706837030047,red
0.6012658227848101,1.2471882611795309,red
0.6075949367088608,1.101312281592314,red
0.6139240506329114,0.5074927725702736,red
0.620253164556962,-0.007580605865655343,red
0.6265822784810127,-0.7133068378617367,red
0.6329113924050633,-0.8715397761408994,red
0.6392405063291139,-0.0632658897367051,red
0.6455696202531646,-0.1049495924434396,red
0.6518987341772152,2.3915167732737714,red
0.6582278481012658,1.3843303419361064,red
0.6645569620253164,6.046950891797692,red
0.6708860759493671,1.4673591434983706,red
0.6772151898734177,-2.488130050217194,red
0.6835443037974683,0.26932105437610687,red
0.689873417721519,-2.755129151508669,red
0.6962025316455697,-0.1267962477813569,red
0.7025316455696202,-1.00638689267835,red
0.7088607594936709,-52.79329179162286,red
0.7151898734177216,-12.735848911151976,red
0.7215189873417721,9.454910271093713,red
0.7278481012658228,3.9784209451214068,red
0.7341772151898734,13.556893046846827,red
0.740506329113924,14.244000575563085,red
0.7468354430379747,-6.754252006319405,red
0.7531645569620253,37.39929790116371,red
0.759493670886076,0.34898708922908384,red
0.7658227848101266,-75.0196736131693,red
0.7721518987341772,33.91936472197694,red
0.7784810126582279,51.46702159123359,red
0.7848101265822784,-0.726483899938799,red
0.7911392405063291,-83.73622979109912,red
0.7974683544303798,23.760876709488777,red
0.8037974683544303,-3.7796856491718103,red
0.810126582278481,-12.726235264336596,red
0.8164556962025317,6.90876233917658,red
0.8227848101265823,57.49580103759455,red
0.8291139240506329,-59.14809030587688,red
0.8354430379746836,160.54528881167215,red
0.8417721518987342,-15.25627724068076,red
0.8481012658227848,-15.459595596584961,red
0.8544303797468354,-47.67884344956711,red
0.8607594936708861,-8.530848778937525,red
0.8670886075949367,-6.4054855230160115,red
0.8734177215189873,81.72394601944849,red
0.879746835443038,-1.2297813737719139,red
0.8860759493670886,-42.2766933290884,red
0.8924050632911392,-8.831223783109962,red
0.8987341772151899,-21.27168523099175,red
0.9050632911392406,7.238187511073775,red
0.9113924050632911,-6.729761184904376,red
0.9177215189873418,0.78106726567988,red
0.9240506329113924,45.37304836140933,red
0.930379746835443,-8.68071456352206,red
0.9367088607594937,-9.024677565345243,red
0.9430379746835443,-113.53643964058138,red
0.9493670886075949,1.923680472183591,red
0.9556962025316456,82.31778567117983,red
0.9620253164556962,-1.1649540267466847,red
0.9683544303797469,13.665142067193216,red
0.9746835443037974,-15.676243562236493,red
0.9810126582278481,0.12896153193521798,red
0.9873417721518988,-4.186516354198773,red
0.9936708860759493,-62.55790994276472,red
1.0,-6.4964920724943696,red
1.0063291139240507,-12.105538616674634,red
1.0126582278481013,4.87504483478182,red
1.018987341772152,37.792397657521406,red
1.0253164556962024,-11.954738101937423,red
1.0316455696202531,-17.68029306575636,red
1.0379746835443038,13.454107457712192,red
1.0443037974683544,5.076587361251917,red
1.0506329113924051,148.15385696847196,red
1.0569620253164558,-0.3929068857370339,red
1.0632911392405062,-166.2324521842262,red
1.0696202531645569,-2.9561389264999516,red
1.0759493670886076,-6.193419143977235,red
1.0822784810126582,-1.4130962404745282,black
1.0886075949367089,8.444831749380691,black
1.0949367088607596,50.42147588489529,black
1.1012658227848102,-18.762363668725428,black
1.1075949367088607,-42.53484046423072,black
1.1139240506329113,7.582848648946006,black
1.120253164556962,5.243911896656153,black
1.1265822784810127,7.002200218927825,black
1.1329113924050633,9.322013538335653,black
1.139240506329114,-23.043475615208685,black
1.1455696202531647,-6.248436552669862,black
1.1518987341772151,18.447464181568307,black
1.1582278481012658,-4.451567477106417,black
1.1645569620253164,-0.5488096185197868,black
1.1708860759493671,-4.894705406363288,black
1.1772151898734178,6.296917100741258,black
1.1835443037974684,0.027234661782060243,black
1.1898734177215189,-4.597339383706563,black
1.1962025316455696,-1.1977033305174007,black
1.2025316455696202,1.4995720855036883,black
1.2088607594936709,-5.962974858058096,black
1.2151898734177216,-4.326896615212758,black
1.2215189873417722,5.219901057193399,black
1.2278481012658229,3.190761810245542,black
1.2341772151898733,4.500985192490873,black
1.240506329113924,1.4160685765164658,black
1.2468354430379747,-4.186568446948863,black
1.2531645569620253,-2.3888687808433477,black
1.259493670886076,-5.438320966295873,black
1.2658227848101267,5.410793436405255,black
1.2721518987341771,12.411476695619474,black
1.2784810126582278,10.639344692362258,black
1.2848101265822784,-11.99279748209393,black
1.2911392405063291,-7.242939160332416,black
1.2974683544303798,3.7047369596198685,black
1.3037974683544304,48.50486851291192,black
1.3101265822784811,-4.722048647471183,black
1.3164556962025316,-5.459961731835882,black
1.3227848101265822,-11.15536940603343,black
1.3291139240506329,-11.924791651525432,black
1.3354430379746836,-4.444822812142803,black
1.3417721518987342,-1.6512499511177765,black
1.3481012658227849,-3.6480902175977654,black
1.3544303797468353,-6.769478984162301,black
1.360759493670886,0.8928260198487727,black
1.3670886075949367,17.21467831380588,black
1.3734177215189873,3.2908013184572837,black
1.379746835443038,5.930070086033396,black
1.3860759493670887,100.79573641959979,black
1.3924050632911393,-93.85994512523925,black
1.3987341772151898,-9.144444059891946,black
1.4050632911392404,-12.687834452981132,black
1.4113924050632911,3.645220561298224,black
1.4177215189873418,5.413653300771404,black
1.4240506329113924,-3.0331309294564974,black
1.4303797468354431,-3.9267960650782,black
1.4367088607594938,-7.571752887194041,black
1.4430379746835442,1.7302813170061668,black
1.4493670886075949,0.019238473896987074,black
1.4556962025316456,-6.837306453828507,black
1.4620253164556962,-3.6541150696747575,black
1.4683544303797469,-1.207300400832123,black
1.4746835443037976,17.178206466464303,black
1.481012658227848,26.57170701165429,black
1.4873417721518987,21.293820183549514,black
1.4936708860759493,3.292850304933154,black
1.5,1.2002081403220188,black
1.5063291139240507,-4.48033230918503,black
1.5126582278481013,-3.251149221164596,black
1.518987341772152,-10.508736930176973,black
1.5253164556962024,-1.755201887174529,black
1.5316455696202531,-0.4605336133798872,black
1.5379746835443038,-9.078754785635866,black
1.5443037974683544,-6.453912707231119,black
1.5506329113924051,-12.682446058731166,black
1.5569620253164558,-19.177334583926537,black
1.5632911392405062,-5.214369333504307,black
1.5696202531645569,-5.145808623002441,black
1.5759493670886076,5.702401806850605,black
1.5822784810126582,9.244660898067815,black
1.5886075949367089,9.562700571794856,black
1.5949367088607596,13.307813874404868,black
1.6012658227848102,1.0447749350105084,black
1.6075949367088607,10.279636048756934,black
1.6139240506329113,3.6556418257992718,black
1.620253164556962,-0.5825382412487699,black
1.6265822784810127,-1.4131917757786994,black
1.6329113924050633,-6.089872499278982,black
1.639240506329114,-3.2271637710208765,black
1.6455696202531647,-1.4845854634352875,black
1.6518987341772151,-5.3187143278218585,black
1.6582278481012658,0.02204992814332485,black
1.6645569620253164,-6.071113239550886,black
1.6708860759493671,-10.0728413410578,black
1.6772151898734178,-9.808058445221507,black
1.6835443037974684,-7.101158428136357,black
1.6898734177215189,10.783722217917703,black
1.6962025316455696,15.986954337469864,black
1.7025316455696202,14.85588783827744,black
1.7088607594936709,28.655564725312644,black
1.7151898734177216,10.290281317543474,black
1.7215189873417722,40.524630377810325,black
1.7278481012658229,6.458636775134991,black
1.7341772151898733,-22.516630398459867,black
1.740506329113924,17.520268272106776,black
1.7468354430379747,-31.12797202495706,black
1.7531645569620253,0.46442597882013104,black
1.759493670886076,-5.045612549117948,black
1.7658227848101267,-14.014276954388478,black
1.7721518987341771,-9.589848465656232,black
