Chamber,Start Time,End Time,Average Time
Neither,0,43.266666666666666,34.328571428571436
NSC,43.266666666666666,100.36666666666666,38.27777777777777
Neither,100.36666666666666,103.1,34.328571428571436
NSC,103.1,157.13333333333333,38.27777777777777
Neither,157.13333333333333,180.33333333333334,34.328571428571436
NSC,180.33333333333334,184.03333333333333,38.27777777777777
Neither,184.03333333333333,187.83333333333334,34.328571428571436
SC,187.83333333333334,190.06666666666666,33.22666666666667
Neither,190.06666666666666,190.86666666666667,34.328571428571436
SC,190.86666666666667,427.76666666666665,33.22666666666667
Neither,427.76666666666665,534.4,34.328571428571436
SC,534.4,536.6333333333333,33.22666666666667
Neither,536.6333333333333,555.3333333333334,34.328571428571436
SC,555.3333333333334,558.3,33.22666666666667
Neither,558.3,649.7333333333333,34.328571428571436
SC,649.7333333333333,653.6333333333333,33.22666666666667
Neither,653.6333333333333,672.6,34.328571428571436
SC,672.6,673.9666666666667,33.22666666666667
Neither,673.9666666666667,784.8,34.328571428571436
SC,784.8,800.5666666666667,33.22666666666667
Neither,800.5666666666667,803.5,34.328571428571436
SC,803.5,832.5333333333333,33.22666666666667
Neither,832.5333333333333,835.4333333333333,34.328571428571436
SC,835.4333333333333,868.6666666666666,33.22666666666667
Neither,868.6666666666666,902.4666666666667,34.328571428571436
SC,902.4666666666667,907.1,33.22666666666667
Neither,907.1,927.7,34.328571428571436
