Chamber,Start Time,End Time,Average Time
NSC,0,11.783333333333333,13.116666666666664
Neither,11.783333333333333,11.8,1.4556224899598438
NSC,11.8,12.966666666666667,13.116666666666664
Neither,12.966666666666667,12.983333333333333,1.4556224899598438
NSC,12.983333333333333,135.08333333333334,13.116666666666664
Neither,135.08333333333334,137.43333333333334,1.4556224899598438
NSC,137.43333333333334,142.96666666666667,13.116666666666664
Neither,142.96666666666667,153.51666666666668,1.4556224899598438
SC,153.51666666666668,159.46666666666667,5.617063492063487
Neither,159.46666666666667,160.76666666666668,1.4556224899598438
SC,160.76666666666668,172.6,5.617063492063487
Neither,172.6,172.61666666666667,1.4556224899598438
SC,172.61666666666667,172.63333333333333,5.617063492063487
Neither,172.63333333333333,172.86666666666667,1.4556224899598438
SC,172.86666666666667,193.86666666666667,5.617063492063487
Neither,193.86666666666667,193.9,1.4556224899598438
SC,193.9,194.05,5.617063492063487
Neither,194.05,194.1,1.4556224899598438
SC,194.1,199.01666666666668,5.617063492063487
Neither,199.01666666666668,199.28333333333333,1.4556224899598438
SC,199.28333333333333,208.1,5.617063492063487
Neither,208.1,208.13333333333333,1.4556224899598438
SC,208.13333333333333,211.46666666666667,5.617063492063487
Neither,211.46666666666667,211.48333333333332,1.4556224899598438
SC,211.48333333333332,211.5,5.617063492063487
Neither,211.5,211.56666666666666,1.4556224899598438
SC,211.56666666666666,212.88333333333333,5.617063492063487
Neither,212.88333333333333,213.1,1.4556224899598438
SC,213.1,213.15,5.617063492063487
Neither,213.15,213.28333333333333,1.4556224899598438
SC,213.28333333333333,227.05,5.617063492063487
Neither,227.05,227.08333333333334,1.4556224899598438
SC,227.08333333333334,227.25,5.617063492063487
Neither,227.25,227.26666666666668,1.4556224899598438
SC,227.26666666666668,231.53333333333333,5.617063492063487
Neither,231.53333333333333,231.55,1.4556224899598438
SC,231.55,231.58333333333334,5.617063492063487
Neither,231.58333333333334,232.73333333333332,1.4556224899598438
SC,232.73333333333332,236.91666666666666,5.617063492063487
Neither,236.91666666666666,237.78333333333333,1.4556224899598438
SC,237.78333333333333,252.91666666666666,5.617063492063487
Neither,252.91666666666666,254.38333333333333,1.4556224899598438
SC,254.38333333333333,257.46666666666664,5.617063492063487
